source_path	scope	warning_count_before	causes	planned_archive_path	snapshot_status	baseline_source	note
vendor/crossbeam-epoch-0.9.18/src/lib.rs	vendor	3	unexpected cfg=3	tools/warnings_last/vendor/crossbeam-epoch-0.9.18/src/lib.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/crossbeam-epoch-0.9.18/src/lib.rs	review upstream ownership before changing or archiving vendored code
vendor/crossbeam-epoch-0.9.18/src/sync/list.rs	vendor	1	unexpected cfg=1	tools/warnings_last/vendor/crossbeam-epoch-0.9.18/src/sync/list.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/crossbeam-epoch-0.9.18/src/sync/list.rs	review upstream ownership before changing or archiving vendored code
vendor/crossbeam-epoch-0.9.18/src/sync/queue.rs	vendor	1	unexpected cfg=1	tools/warnings_last/vendor/crossbeam-epoch-0.9.18/src/sync/queue.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/crossbeam-epoch-0.9.18/src/sync/queue.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic.rs	vendor	4	dead code=4	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic/ffi.rs	vendor	1	dead code=1	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic/ffi.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic/ffi.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic/inout.rs	vendor	1	dead code=1	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic/inout.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic/inout.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic/limbs/x86_64/mont.rs	vendor	19	dead code=19	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic/limbs/x86_64/mont.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic/limbs/x86_64/mont.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic/limbs512/mod.rs	vendor	1	unused imports=1	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic/limbs512/mod.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic/limbs512/mod.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic/limbs512/storage.rs	vendor	4	dead code=3; lifetime syntax=1	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic/limbs512/storage.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic/limbs512/storage.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic/montgomery.rs	vendor	3	dead code=3	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic/montgomery.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic/montgomery.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/arithmetic/n0.rs	vendor	2	dead code=2	tools/warnings_last/vendor/ring-0.17.14/src/arithmetic/n0.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/arithmetic/n0.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/limb.rs	vendor	5	dead code=5	tools/warnings_last/vendor/ring-0.17.14/src/limb.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/limb.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/pkcs8.rs	vendor	2	lifetime syntax=2	tools/warnings_last/vendor/ring-0.17.14/src/pkcs8.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/pkcs8.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/polyfill/slice/as_chunks.rs	vendor	1	lifetime syntax=1	tools/warnings_last/vendor/ring-0.17.14/src/polyfill/slice/as_chunks.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/polyfill/slice/as_chunks.rs	review upstream ownership before changing or archiving vendored code
vendor/ring-0.17.14/src/polyfill/slice/as_chunks_mut.rs	vendor	6	dead code=1; lifetime syntax=5	tools/warnings_last/vendor/ring-0.17.14/src/polyfill/slice/as_chunks_mut.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/ring-0.17.14/src/polyfill/slice/as_chunks_mut.rs	review upstream ownership before changing or archiving vendored code
vendor/smoltcp-0.13.1/src/iface/interface/ipv4.rs	vendor	2	unused variables=1; unused mut=1	tools/warnings_last/vendor/smoltcp-0.13.1/src/iface/interface/ipv4.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/smoltcp-0.13.1/src/iface/interface/ipv4.rs	review upstream ownership before changing or archiving vendored code
vendor/smoltcp-0.13.1/src/iface/interface/mod.rs	vendor	5	unused imports=2; unused variables=1; unreachable patterns=2	tools/warnings_last/vendor/smoltcp-0.13.1/src/iface/interface/mod.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/smoltcp-0.13.1/src/iface/interface/mod.rs	review upstream ownership before changing or archiving vendored code
vendor/zune-core-0.5.1/src/lib.rs	vendor	1	misplaced macro_use=1	tools/warnings_last/vendor/zune-core-0.5.1/src/lib.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/zune-core-0.5.1/src/lib.rs	review upstream ownership before changing or archiving vendored code
vendor/zune-jpeg-0.5.15/src/lib.rs	vendor	1	misplaced macro_use=1	tools/warnings_last/vendor/zune-jpeg-0.5.15/src/lib.rs	pending	dcf16f69b46a176219c55649e405a452ed0a4bf0:vendor/zune-jpeg-0.5.15/src/lib.rs	review upstream ownership before changing or archiving vendored code
(no file)	build-script	13	CABI export mismatch=13	-	not-applicable	dcf16f69b46a176219c55649e405a452ed0a4bf0	span-less build.rs diagnostic; review bp_abi.rs and portal CABI v2 lock together
