# Glyph placement metrics — values normalized to the 0..1 SVG viewBox
#
# All SVGs share the same baseline_y.  To place glyph B directly after
# glyph A, offset B horizontally by A's advance_w (scaled to your tile size).
# To align descenders/ascenders visually, use ink_top / ink_bottom.
#
char    baseline_y   ink_top   ink_bottom   ink_left  ink_right  ink_width  advance_w
ν           0.8148    0.3302       0.8153     0.2625     0.7375     0.4749     0.4895
ξ           0.8148    0.1819       0.9918     0.2939     0.7061     0.4123     0.4290
ο           0.8148    0.3297       0.8162     0.2698     0.7302     0.4604     0.5129
π           0.8148    0.3311       0.8170     0.2645     0.7355     0.4710     0.5103
ρ           0.8148    0.3306       0.9636     0.2698     0.7302     0.4604     0.5058
σ           0.8148    0.3306       0.8170     0.2572     0.7428     0.4855     0.5129
τ           0.8148    0.3319       0.8139     0.2643     0.7357     0.4714     0.5054
υ           0.8148    0.3280       0.8155     0.2641     0.7359     0.4719     0.5054
φ           0.8148    0.3306       0.9689     0.2698     0.7302     0.4604     0.5129
χ           0.8148    0.3315       0.9662     0.2396     0.7604     0.5209     0.5623
ψ           0.8148    0.3280       0.9640     0.2332     0.7668     0.5337     0.5663
ω           0.8148    0.3306       0.8122     0.1308     0.8692     0.7385     0.7800
ϊ           0.8148    0.1863       0.8148     0.3908     0.6092     0.2185     0.1774
ϋ           0.8148    0.1863       0.8155     0.2641     0.7359     0.4719     0.5054
ό           0.8148    0.1532       0.8162     0.2698     0.7302     0.4604     0.5129
ύ           0.8148    0.1532       0.8155     0.2641     0.7359     0.4719     0.5054
ώ           0.8148    0.1532       0.8122     0.1308     0.8692     0.7385     0.7800
Ё           0.8148    0.0353       0.8148     0.2667     0.7333     0.4666     0.5094
Ђ           0.8148    0.1832       0.8135     0.1568     0.8432     0.6864     0.7279
Ѓ           0.8148    0.0022       0.8148     0.2641     0.7359     0.4719     0.5200
Є           0.8148    0.1805       0.8148     0.2574     0.7426     0.4851     0.5310
Ѕ           0.8148    0.1819       0.8166     0.2453     0.7547     0.5094     0.5553
І           0.8148    0.1805       0.8148     0.4281     0.5719     0.1439     0.1872
Ї           0.8148    0.0353       0.8148     0.3908     0.6092     0.2185     0.1885
Ј           0.8148    0.1788       0.8155     0.2641     0.7359     0.4719     0.5054
Љ           0.8148    0.1805       0.8190     0.0392     0.9608     0.9216     0.9676
Њ           0.8148    0.1805       0.8148     0.0394     0.9606     0.9212     0.9676
Ћ           0.8148    0.1827       0.8144     0.1882     0.8118     0.6236     0.6550
Ќ           0.8148    0.0022       0.8148     0.2184     0.7816     0.5632     0.6025
Ў           0.8148    0.0463       0.8144     0.2358     0.7642     0.5284     0.5698
Џ           0.8148    0.1810       0.9530     0.1994     0.8006     0.6012     0.6493
А           0.8148    0.1819       0.8148     0.2142     0.7858     0.5716     0.6144
Б           0.8148    0.1832       0.8153     0.2387     0.7613     0.5226     0.5672
В           0.8148    0.1801       0.8162     0.2389     0.7611     0.5222     0.5659
Г           0.8148    0.1832       0.8148     0.2641     0.7359     0.4719     0.5200
Д           0.8148    0.1819       0.9561     0.2124     0.7876     0.5751     0.6211
Е           0.8148    0.1805       0.8148     0.2667     0.7333     0.4666     0.5133
Ж           0.8148    0.1814       0.8148     0.0070     0.9930     0.9861     1.0174
З           0.8148    0.1795       0.8124     0.2574     0.7426     0.4851     0.5284
И           0.8148    0.1819       0.8148     0.2420     0.7580     0.5160     0.5646
Й           0.8148    0.0463       0.8148     0.2420     0.7580     0.5160     0.5646
К           0.8148    0.1814       0.8148     0.2184     0.7816     0.5632     0.6025
Л           0.8148    0.1805       0.8190     0.2296     0.7704     0.5407     0.5875
М           0.8148    0.1819       0.8148     0.1319     0.8681     0.7363     0.7804
Н           0.8148    0.1805       0.8148     0.2160     0.7840     0.5681     0.6144
О           0.8148    0.1801       0.8148     0.1974     0.8026     0.6052     0.6480
П           0.8148    0.1832       0.8148     0.2636     0.7364     0.4727     0.5173
Р           0.8148    0.1788       0.8148     0.2530     0.7470     0.4939     0.5350
С           0.8148    0.1801       0.8148     0.2091     0.7909     0.5818     0.6171
Т           0.8148    0.1832       0.8135     0.2643     0.7357     0.4714     0.5147
У           0.8148    0.1814       0.8144     0.2358     0.7642     0.5284     0.5698
Ф           0.8148    0.1810       0.8153     0.1859     0.8141     0.6281     0.6630
Х           0.8148    0.1814       0.8162     0.2345     0.7655     0.5310     0.5743
Ц           0.8148    0.1810       0.9517     0.1992     0.8008     0.6016     0.6467
Ч           0.8148    0.1805       0.8148     0.2692     0.7308     0.4616     0.4935
Ш           0.8148    0.1805       0.8153     0.1109     0.8891     0.7782     0.8232
Щ           0.8148    0.1805       0.9548     0.1109     0.8891     0.7782     0.8219
Ъ           0.8148    0.1805       0.8153     0.1855     0.8145     0.6290     0.6670
Ы           0.8148    0.1819       0.8175     0.1478     0.8522     0.7045     0.7491
Ь           0.8148    0.1805       0.8153     0.2363     0.7637     0.5275     0.5725
Э           0.8148    0.1805       0.8148     0.2574     0.7426     0.4851     0.5310
Ю           0.8148    0.1801       0.8148     0.0277     0.9723     0.9446     0.9865
Я           0.8148    0.1788       0.8148     0.2336     0.7664     0.5328     0.5769
а           0.8148    0.3309       0.8197     0.2782     0.7218     0.4436     0.4935
б           0.8148    0.1801       0.8139     0.2769     0.7231     0.4463     0.4917
в           0.8148    0.3255       0.8148     0.2965     0.7035     0.4070     0.4432
г           0.8148    0.3302       0.8148     0.3559     0.6441     0.2882     0.3244
д           0.8148    0.3346       0.9561     0.2124     0.7876     0.5751     0.6078
е           0.8148    0.3297       0.8162     0.2725     0.7275     0.4549     0.5129
ж           0.8148    0.3302       0.8148     0.0630     0.9370     0.8740     0.8907
з           0.8148    0.3256       0.8140     0.3345     0.6655     0.3311     0.3628
и           0.8148    0.3293       0.8148     0.2427     0.7573     0.5147     0.5504
й           0.8148    0.1973       0.8148     0.2427     0.7573     0.5147     0.5504
к           0.8148    0.3302       0.8148     0.2449     0.7551     0.5103     0.5359
л           0.8148    0.3306       0.8190     0.2363     0.7637     0.5275     0.5663
м           0.8148    0.3297       0.8148     0.1941     0.8059     0.6118     0.6528
н           0.8148    0.3262       0.8148     0.2446     0.7554     0.5107     0.5562
о           0.8148    0.3297       0.8162     0.2698     0.7302     0.4604     0.5129
п           0.8148    0.3306       0.8148     0.2625     0.7375     0.4749     0.5103
р           0.8148    0.3306       0.9658     0.2597     0.7403     0.4807     0.5217
с           0.8148    0.3297       0.8162     0.3007     0.6993     0.3986     0.4330
т           0.8148    0.3288       0.8135     0.2643     0.7357     0.4714     0.5173
у           0.8148    0.3302       0.9971     0.2625     0.7375     0.4749     0.4895
ф           0.8148    0.1805       0.9658     0.0906     0.9094     0.8188     0.8501
х           0.8148    0.3293       0.8148     0.2786     0.7214     0.4427     0.4569
ц           0.8148    0.3302       0.9543     0.2433     0.7567     0.5133     0.5623
ч           0.8148    0.3262       0.8148     0.2692     0.7308     0.4616     0.4957
ш           0.8148    0.3262       0.8153     0.1550     0.8450     0.6899     0.7354
щ           0.8148    0.3262       0.9543     0.1550     0.8450     0.6899     0.7354
ъ           0.8148    0.3262       0.8153     0.1965     0.8035     0.6069     0.6528
ы           0.8148    0.3275       0.8175     0.1588     0.8412     0.6824     0.7292
ь           0.8148    0.3275       0.8162     0.2473     0.7527     0.5054     0.5460
э           0.8148    0.3297       0.8162     0.3007     0.6993     0.3986     0.4330
ю           0.8148    0.3297       0.8162     0.1153     0.8847     0.7694     0.8100
я           0.8148    0.3288       0.8170     0.2605     0.7395     0.4789     0.5239
ё           0.8148    0.1863       0.8162     0.2725     0.7275     0.4549     0.5129
ђ           0.8148    0.1805       0.9958     0.2699     0.7301     0.4602     0.5058
ѓ           0.8148    0.1532       0.8148     0.3559     0.6441     0.2882     0.3244
є           0.8148    0.3297       0.8162     0.3007     0.6993     0.3986     0.4330
ѕ           0.8148    0.3302       0.8148     0.2844     0.7156     0.4312     0.4674
і           0.8148    0.1805       0.8148     0.4281     0.5719     0.1439     0.1885
ї           0.8148    0.1863       0.8148     0.3908     0.6092     0.2185     0.1885
ј           0.8148    0.1805       1.0000     0.3925     0.6075     0.2150     0.2481
љ           0.8148    0.3306       0.8190     0.0548     0.9452     0.8903     0.9190
њ           0.8148    0.3262       0.8153     0.0661     0.9339     0.8678     0.9005
ћ           0.8148    0.1805       0.8148     0.2699     0.7301     0.4602     0.5058
ќ           0.8148    0.1532       0.8148     0.2449     0.7551     0.5103     0.5359
ў           0.8148    0.1973       0.9971     0.2625     0.7375     0.4749     0.4895
џ           0.8148    0.3302       0.9574     0.2431     0.7569     0.5138     0.5579
Ґ           0.8148    0.0433       0.8148     0.2641     0.7359     0.4719     0.5173
ґ           0.8148    0.1872       0.8148     0.3557     0.6443     0.2887     0.3244
Ғ           0.8148    0.1814       0.8144     0.2129     0.7871     0.5743     0.5985
ғ           0.8148    0.3271       0.8144     0.2504     0.7496     0.4992     0.5601
Җ           0.8148    0.1814       0.9468     0.0067     0.9933     0.9865     1.0267
җ           0.8148    0.3302       0.9468     0.0630     0.9370     0.8740     0.8907
Қ           0.8148    0.1814       0.9495     0.2182     0.7818     0.5637     0.6012
қ           0.8148    0.3302       0.9495     0.2446     0.7554     0.5107     0.5359
Ҝ           0.8148    0.1814       0.8148     0.1442     0.8558     0.7115     0.7464
ҝ           0.8148    0.3302       0.8148     0.1742     0.8258     0.6515     0.5359
Ң           0.8148    0.1805       0.9481     0.2157     0.7843     0.5685     0.6131
ң           0.8148    0.3262       0.9481     0.2444     0.7556     0.5111     0.5562
Ү           0.8148    0.1814       0.8135     0.2358     0.7642     0.5284     0.5659
ү           0.8148    0.3315       0.9636     0.2358     0.7642     0.5284     0.5659
Ұ           0.8148    0.1814       0.8135     0.2358     0.7642     0.5284     0.5646
ұ           0.8148    0.3315       0.9636     0.2358     0.7642     0.5284     0.5646
Ҳ           0.8148    0.1814       0.9525     0.2345     0.7655     0.5310     0.5769
ҳ           0.8148    0.3293       0.9495     0.2786     0.7214     0.4427     0.4569
Ҹ           0.8148    0.1805       0.8148     0.2296     0.7704     0.5407     0.5849
ҹ           0.8148    0.3262       0.8148     0.2296     0.7704     0.5407     0.5743
Һ           0.8148    0.1805       0.8148     0.2703     0.7297     0.4595     0.5058
һ           0.8148    0.1805       0.8148     0.2703     0.7297     0.4595     0.5058
Ә           0.8148    0.1805       0.8153     0.2062     0.7938     0.5875     0.6294
ә           0.8148    0.3297       0.8162     0.2725     0.7275     0.4549     0.5129
Ө           0.8148    0.1801       0.8148     0.1974     0.8026     0.6052     0.6480
ө           0.8148    0.3297       0.8162     0.2698     0.7302     0.4604     0.5129
‘           0.8148    0.0565       0.2935     0.4289     0.5711     0.1421     0.1761
’           0.8148    0.0565       0.2935     0.4289     0.5711     0.1421     0.1761
‚           0.8148    0.6877       0.9247     0.4289     0.5711     0.1421     0.1761
“           0.8148    0.0565       0.2935     0.3407     0.6593     0.3187     0.3527
”           0.8148    0.0565       0.2935     0.3407     0.6593     0.3187     0.3527
„           0.8148    0.6877       0.9247     0.3407     0.6593     0.3187     0.3527
…           0.8148    0.6983       0.8148     0.2559     0.7441     0.4882     0.5350
‰           0.8148    0.1792       0.8342     0.0652     0.9348     0.8696     0.9177
‹           0.8148    0.2865       0.7177     0.2654     0.7346     0.4692     0.4851
›           0.8148    0.2865       0.7177     0.2654     0.7346     0.4692     0.5147
⁄           0.8148    0.1805       0.8148     0.3122     0.6878     0.3756     0.3964
€           0.8148    0.1805       0.8148     0.2574     0.7426     0.4851     0.5310
™           0.8148    0.1803       0.4339     0.2215     0.7785     0.5570     0.5888
−           0.8148    0.4242       0.5407     0.3517     0.6483     0.2966     0.3434
∕           0.8148    0.1805       0.8148     0.3122     0.6878     0.3756     0.3964
∙           0.8148    0.4626       0.5791     0.4281     0.5719     0.1439     0.1761
≤           0.8148    0.2556       0.8162     0.2639     0.7361     0.4723     0.5160
≥           0.8148    0.2556       0.8162     0.2636     0.7364     0.4727     0.5133

# Missing mapped glyphs (present in cmap but not exportable):
  \x00  (U+0000)
  \x1d  (U+001D)
       (U+0020)
  \xa0  (U+00A0)
