# Glyph placement metrics — values normalized to the 0..1 SVG viewBox
#
# All SVGs share the same baseline_y.  To place glyph B directly after
# glyph A, offset B horizontally by A's advance_w (scaled to your tile size).
# To align descenders/ascenders visually, use ink_top / ink_bottom.
#
char    baseline_y   ink_top   ink_bottom   ink_left  ink_right  ink_width  advance_w
ƞ           0.7223    0.3803       0.8441     0.3632     0.6368     0.2737     0.3917
Ɵ           0.7223    0.2549       0.7337     0.2867     0.7133     0.4265     0.4906
Ơ           0.7223    0.1710       0.7337     0.2867     0.7133     0.4265     0.4903
ơ           0.7223    0.2918       0.7300     0.3285     0.6715     0.3430     0.3954
Ƣ           0.7223    0.2545       0.8441     0.2082     0.7918     0.5837     0.6690
ƣ           0.7223    0.3800       0.8441     0.2641     0.7359     0.4718     0.5630
Ƥ           0.7223    0.2663       0.7223     0.2958     0.7042     0.4083     0.4271
ƥ           0.7223    0.2280       0.8441     0.3488     0.6512     0.3023     0.3972
Ʀ           0.7223    0.2052       0.8154     0.3328     0.6672     0.3344     0.4009
Ƨ           0.7223    0.2549       0.7337     0.3612     0.6388     0.2777     0.3399
ƨ           0.7223    0.3803       0.7300     0.3875     0.6125     0.2250     0.3214
Ʃ           0.7223    0.2663       0.7223     0.3308     0.6692     0.3384     0.3670
ƪ           0.7223    0.2277       0.8518     0.3240     0.6760     0.3519     0.3328
ƫ           0.7223    0.3211       0.8515     0.4049     0.5951     0.1901     0.2361
Ƭ           0.7223    0.2663       0.7223     0.2945     0.7055     0.4111     0.4240
ƭ           0.7223    0.2280       0.7300     0.4049     0.5951     0.1901     0.2361
Ʈ           0.7223    0.2663       0.8518     0.3059     0.6941     0.3883     0.3991
Ư           0.7223    0.1710       0.7337     0.2718     0.7282     0.4564     0.5193
ư           0.7223    0.2918       0.7300     0.3034     0.6966     0.3932     0.4616
Ʊ           0.7223    0.2663       0.7337     0.2720     0.7280     0.4561     0.4943
Ʋ           0.7223    0.2663       0.7337     0.3242     0.6758     0.3516     0.4505
Ƴ           0.7223    0.2604       0.7223     0.2929     0.7071     0.4142     0.4031
ƴ           0.7223    0.2604       0.8441     0.2787     0.7213     0.4425     0.4240
Ƶ           0.7223    0.2663       0.7223     0.3387     0.6613     0.3227     0.3818
ƶ           0.7223    0.3877       0.7223     0.3570     0.6430     0.2860     0.3621
Ʒ           0.7223    0.2663       0.7337     0.3593     0.6407     0.2814     0.3516
Ƹ           0.7223    0.2663       0.7337     0.3593     0.6407     0.2814     0.3516
ƹ           0.7223    0.3877       0.8515     0.3659     0.6341     0.2681     0.3233
ƺ           0.7223    0.3877       0.8515     0.3715     0.6285     0.2570     0.3270
ƻ           0.7223    0.2549       0.7223     0.3632     0.6368     0.2737     0.3991
Ƽ           0.7223    0.2663       0.7337     0.3763     0.6237     0.2475     0.3991
ƽ           0.7223    0.3877       0.7307     0.4000     0.6000     0.2000     0.2995
ƾ           0.7223    0.2357       0.7300     0.3727     0.6273     0.2545     0.2891
ƿ           0.7223    0.3803       0.8441     0.3536     0.6464     0.2928     0.3821
ǀ           0.7223    0.2357       0.7223     0.4790     0.5210     0.0419     0.1787
ǁ           0.7223    0.2357       0.7223     0.4277     0.5723     0.1445     0.2814
ǂ           0.7223    0.2357       0.7223     0.3422     0.6578     0.3156     0.4068
ǃ           0.7223    0.2663       0.7223     0.4696     0.5304     0.0607     0.1997
Ǆ           0.7223    0.1291       0.7223     0.1441     0.8559     0.7119     0.8006
ǅ           0.7223    0.2663       0.7223     0.1427     0.8573     0.7146     0.8114
ǆ           0.7223    0.2357       0.7300     0.1755     0.8245     0.6490     0.7211
Ǉ           0.7223    0.2663       0.8136     0.2948     0.7052     0.4105     0.5260
ǈ           0.7223    0.2663       0.8515     0.3023     0.6977     0.3954     0.5149
ǉ           0.7223    0.2357       0.8515     0.3935     0.6065     0.2129     0.3347
Ǌ           0.7223    0.2663       0.8136     0.2396     0.7604     0.5208     0.6364
ǋ           0.7223    0.2663       0.8515     0.2478     0.7522     0.5045     0.6240
ǌ           0.7223    0.2663       0.8515     0.2871     0.7129     0.4259     0.5476
Ǎ           0.7223    0.1291       0.7223     0.2884     0.7116     0.4231     0.4354
ǎ           0.7223    0.2280       0.7300     0.3493     0.6507     0.3014     0.3485
Ǐ           0.7223    0.1291       0.7223     0.3921     0.6079     0.2157     0.1818
ǐ           0.7223    0.2280       0.7223     0.3921     0.6079     0.2157     0.1824
Ǒ           0.7223    0.1291       0.7337     0.2867     0.7133     0.4265     0.4903
ǒ           0.7223    0.2280       0.7300     0.3404     0.6596     0.3193     0.3877
Ǔ           0.7223    0.1291       0.7337     0.3364     0.6636     0.3273     0.4373
ǔ           0.7223    0.2280       0.7300     0.3632     0.6368     0.2737     0.3917
Ǖ           0.7223    0.0835       0.7337     0.3364     0.6636     0.3273     0.4373
ǖ           0.7223    0.1824       0.7300     0.3632     0.6368     0.2737     0.3917
Ǘ           0.7223    0.0302       0.7337     0.3364     0.6636     0.3273     0.4373
ǘ           0.7223    0.1291       0.7300     0.3632     0.6368     0.2737     0.3917
Ǚ           0.7223    0.0302       0.7337     0.3364     0.6636     0.3273     0.4373
ǚ           0.7223    0.1291       0.7300     0.3632     0.6368     0.2737     0.3917
Ǜ           0.7223    0.0302       0.7337     0.3364     0.6636     0.3273     0.4373
ǜ           0.7223    0.1291       0.7300     0.3632     0.6368     0.2737     0.3917
ǝ           0.7223    0.3803       0.7300     0.3633     0.6367     0.2733     0.3516
Ǟ           0.7223    0.0835       0.7223     0.2884     0.7116     0.4231     0.4354
ǟ           0.7223    0.1824       0.7300     0.3493     0.6507     0.3014     0.3485
Ǡ           0.7223    0.0835       0.7223     0.2884     0.7116     0.4231     0.4354
ǡ           0.7223    0.1824       0.7300     0.3493     0.6507     0.3014     0.3485
Ǣ           0.7223    0.1824       0.7223     0.2242     0.7758     0.5516     0.5723
ǣ           0.7223    0.2814       0.7300     0.2696     0.7304     0.4607     0.5371
Ǥ           0.7223    0.2549       0.7337     0.2772     0.7228     0.4456     0.5082
ǥ           0.7223    0.3803       0.8515     0.3108     0.6892     0.3784     0.4428
Ǧ           0.7223    0.1291       0.7337     0.3153     0.6847     0.3695     0.4561
ǧ           0.7223    0.2280       0.8515     0.3488     0.6512     0.3023     0.3935
Ǩ           0.7223    0.1291       0.7223     0.3290     0.6710     0.3421     0.4120
ǩ           0.7223    0.1291       0.7223     0.3521     0.6479     0.2958     0.3689
Ǫ           0.7223    0.2549       0.8364     0.2867     0.7133     0.4265     0.4903
ǫ           0.7223    0.3803       0.8364     0.3404     0.6596     0.3193     0.3877
Ǭ           0.7223    0.1824       0.8364     0.2867     0.7133     0.4265     0.4903
ǭ           0.7223    0.2814       0.8364     0.3404     0.6596     0.3193     0.3877
Ǯ           0.7223    0.1291       0.7337     0.3593     0.6407     0.2814     0.3516
ǯ           0.7223    0.2280       0.8515     0.3659     0.6341     0.2681     0.3233
ǰ           0.7223    0.2280       0.8515     0.3720     0.6280     0.2561     0.1920
Ǻ           0.7223    0.0000       0.7223     0.2884     0.7116     0.4231     0.4354
ǻ           0.7223    0.0804       0.7300     0.3493     0.6507     0.3014     0.3485
Ǽ           0.7223    0.1291       0.7223     0.2242     0.7758     0.5516     0.5723
ǽ           0.7223    0.2280       0.7300     0.2696     0.7304     0.4607     0.5371
Ǿ           0.7223    0.1291       0.7337     0.2867     0.7133     0.4265     0.4903
ǿ           0.7223    0.2280       0.7300     0.3404     0.6596     0.3193     0.3877
ɐ           0.7223    0.3803       0.7300     0.3493     0.6507     0.3014     0.3485
ɑ           0.7223    0.3803       0.7300     0.3555     0.6445     0.2891     0.3840
ɒ           0.7223    0.3800       0.7300     0.3555     0.6445     0.2891     0.3840
ɓ           0.7223    0.2280       0.7300     0.3488     0.6512     0.3023     0.3972
ɔ           0.7223    0.3803       0.7300     0.3706     0.6294     0.2589     0.3233
ɕ           0.7223    0.3803       0.7831     0.3508     0.6492     0.2983     0.3516
ɖ           0.7223    0.2357       0.8518     0.3071     0.6929     0.3858     0.3972
ɗ           0.7223    0.2280       0.7300     0.3071     0.6929     0.3858     0.3972
ɘ           0.7223    0.3800       0.7300     0.3635     0.6365     0.2730     0.3516
ə           0.7223    0.3803       0.7300     0.3633     0.6367     0.2733     0.3516
ɚ           0.7223    0.3803       0.7300     0.2747     0.7253     0.4505     0.4980
ɛ           0.7223    0.3803       0.7300     0.3860     0.6140     0.2280     0.3005
ɜ           0.7223    0.3803       0.7300     0.3860     0.6140     0.2280     0.3005
ɝ           0.7223    0.3803       0.7300     0.3105     0.6895     0.3790     0.4210
ɞ           0.7223    0.3803       0.7300     0.3498     0.6502     0.3005     0.3649
ɟ           0.7223    0.3877       0.8515     0.3726     0.6274     0.2549     0.2490
ɠ           0.7223    0.2280       0.8515     0.3062     0.6938     0.3877     0.3935
ɡ           0.7223    0.3803       0.8515     0.3488     0.6512     0.3023     0.3935
ɢ           0.7223    0.3803       0.7300     0.3552     0.6448     0.2897     0.3701
ɣ           0.7223    0.3877       0.8515     0.3354     0.6646     0.3291     0.3405
ɤ           0.7223    0.3858       0.7300     0.3470     0.6530     0.3060     0.3365
ɥ           0.7223    0.3877       0.8441     0.3632     0.6368     0.2737     0.3917
ɦ           0.7223    0.2280       0.7223     0.3632     0.6368     0.2737     0.3917
ɧ           0.7223    0.2280       0.8518     0.3632     0.6368     0.2737     0.3917
ɨ           0.7223    0.2663       0.7223     0.3935     0.6065     0.2129     0.2431
ɩ           0.7223    0.3877       0.7300     0.4220     0.5780     0.1559     0.2339
ɪ           0.7223    0.3877       0.7223     0.4088     0.5912     0.1824     0.2586
ɫ           0.7223    0.2357       0.7223     0.3518     0.6482     0.2965     0.3193
ɬ           0.7223    0.2357       0.7223     0.3442     0.6558     0.3116     0.3270
ɭ           0.7223    0.2357       0.8518     0.4277     0.5723     0.1445     0.1883
ɮ           0.7223    0.2357       0.8515     0.3374     0.6626     0.3251     0.4145
ɯ           0.7223    0.3877       0.7300     0.2643     0.7357     0.4715     0.5892
ɰ           0.7223    0.3877       0.8441     0.2643     0.7357     0.4715     0.5892
ɱ           0.7223    0.3800       0.8518     0.2643     0.7357     0.4715     0.5892
ɲ           0.7223    0.3803       0.8518     0.3213     0.6787     0.3575     0.3972
ɳ           0.7223    0.3803       0.8518     0.3213     0.6787     0.3575     0.3994
ɴ           0.7223    0.3877       0.7223     0.3632     0.6368     0.2737     0.3954
ɵ           0.7223    0.3803       0.7300     0.3404     0.6596     0.3193     0.3877
ɶ           0.7223    0.3803       0.7300     0.2767     0.7233     0.4465     0.5112
ɷ           0.7223    0.3803       0.7300     0.2795     0.7205     0.4410     0.5094
ɸ           0.7223    0.2357       0.8441     0.2909     0.7091     0.4182     0.4792
ɹ           0.7223    0.3877       0.7300     0.4076     0.5924     0.1849     0.2582
ɺ           0.7223    0.2357       0.7300     0.4076     0.5924     0.1849     0.2582
ɻ           0.7223    0.3877       0.8518     0.3656     0.6344     0.2687     0.2696
ɼ           0.7223    0.3803       0.8441     0.4076     0.5924     0.1849     0.2582
ɽ           0.7223    0.3803       0.8518     0.4076     0.5924     0.1849     0.2582
ɾ           0.7223    0.3803       0.7223     0.4069     0.5931     0.1861     0.2595
ɿ           0.7223    0.3803       0.7223     0.4069     0.5931     0.1861     0.2595
ʀ           0.7223    0.3877       0.7223     0.3629     0.6371     0.2743     0.3473
ʁ           0.7223    0.3877       0.7223     0.3629     0.6371     0.2743     0.3473
ʂ           0.7223    0.3803       0.8518     0.3875     0.6125     0.2250     0.3214
ʃ           0.7223    0.2280       0.8515     0.3451     0.6549     0.3097     0.2681
ʄ           0.7223    0.2280       0.8515     0.3689     0.6311     0.2622     0.2740
ʅ           0.7223    0.2280       0.7300     0.3451     0.6549     0.3097     0.2832
ʆ           0.7223    0.2280       0.8515     0.3288     0.6712     0.3424     0.3288
ʇ           0.7223    0.3803       0.7889     0.4049     0.5951     0.1901     0.2361
ʈ           0.7223    0.3211       0.8518     0.4049     0.5951     0.1901     0.2361
ʉ           0.7223    0.3877       0.7300     0.3023     0.6977     0.3954     0.4182
ʊ           0.7223    0.3877       0.7300     0.3185     0.6815     0.3630     0.4163
ʋ           0.7223    0.3877       0.7223     0.3357     0.6643     0.3285     0.3763
ʌ           0.7223    0.3877       0.7223     0.3413     0.6587     0.3174     0.3267
ʍ           0.7223    0.3877       0.7223     0.2609     0.7391     0.4783     0.4863
ʎ           0.7223    0.2659       0.7223     0.3394     0.6606     0.3211     0.3297
ʏ           0.7223    0.3877       0.7223     0.3507     0.6493     0.2986     0.3063
ʐ           0.7223    0.3877       0.8518     0.3091     0.6909     0.3818     0.3621
ʑ           0.7223    0.3877       0.8136     0.3032     0.6968     0.3935     0.4410
ʒ           0.7223    0.3877       0.8515     0.3659     0.6341     0.2681     0.3233
ʓ           0.7223    0.3877       0.9066     0.3555     0.6445     0.2891     0.3384
ʔ           0.7223    0.2280       0.7223     0.3803     0.6197     0.2394     0.2795
ʕ           0.7223    0.2280       0.7223     0.3803     0.6197     0.2394     0.2795
ʖ           0.7223    0.2357       0.7300     0.3783     0.6217     0.2435     0.2795
ʗ           0.7223    0.3803       0.8635     0.3696     0.6304     0.2607     0.3063
ʘ           0.7223    0.3803       0.7300     0.3251     0.6749     0.3498     0.4182
ʙ           0.7223    0.3877       0.7223     0.3820     0.6180     0.2361     0.3313
ʚ           0.7223    0.3803       0.7300     0.3498     0.6502     0.3005     0.3649
ʛ           0.7223    0.2280       0.7300     0.3074     0.6926     0.3852     0.3738
ʜ           0.7223    0.3877       0.7223     0.3639     0.6361     0.2721     0.3938
ʝ           0.7223    0.2663       0.8515     0.3459     0.6541     0.3082     0.3060
ʞ           0.7223    0.3877       0.8441     0.3521     0.6479     0.2958     0.3689
ʟ           0.7223    0.3877       0.7223     0.3926     0.6074     0.2148     0.2909
ʠ           0.7223    0.2280       0.8441     0.3071     0.6929     0.3858     0.3972
ʡ           0.7223    0.2280       0.7223     0.3727     0.6273     0.2545     0.2891
ʢ           0.7223    0.2280       0.7223     0.3726     0.6274     0.2549     0.2891
ʣ           0.7223    0.2357       0.7300     0.2059     0.7941     0.5883     0.6567
ʤ           0.7223    0.2357       0.8515     0.2168     0.7832     0.5664     0.6293
ʥ           0.7223    0.2357       0.8136     0.1521     0.8479     0.6958     0.7396
ʦ           0.7223    0.3211       0.7300     0.2832     0.7168     0.4336     0.5005
ʧ           0.7223    0.2280       0.8515     0.2795     0.7205     0.4410     0.4435
ʨ           0.7223    0.3211       0.7831     0.2425     0.7575     0.5149     0.5553
ʰ           0.7223    0.1455       0.4376     0.4133     0.5867     0.1735     0.2419
ʱ           0.7223    0.1411       0.4376     0.4133     0.5867     0.1735     0.2419
ʲ           0.7223    0.1488       0.5153     0.4419     0.5581     0.1162     0.1553
ʳ           0.7223    0.2311       0.4376     0.4399     0.5601     0.1202     0.1636
ʴ           0.7223    0.2357       0.4422     0.4399     0.5601     0.1202     0.1670
ʵ           0.7223    0.2357       0.5153     0.4085     0.5915     0.1831     0.2022
ʶ           0.7223    0.2357       0.4364     0.4108     0.5892     0.1784     0.2213
ʷ           0.7223    0.2357       0.4376     0.3532     0.6468     0.2937     0.3094
ʸ           0.7223    0.2357       0.5106     0.3992     0.6008     0.2015     0.2092
ʹ           0.7223    0.2357       0.4182     0.4354     0.5646     0.1291     0.1824
ʺ           0.7223    0.2357       0.4182     0.3670     0.6330     0.2659     0.3193
ʻ           0.7223    0.2357       0.4105     0.4619     0.5381     0.0761     0.1997
ʼ           0.7223    0.2357       0.4105     0.4619     0.5381     0.0761     0.1997
ʽ           0.7223    0.2357       0.4105     0.4619     0.5381     0.0761     0.1997
ʾ           0.7223    0.2357       0.4105     0.4467     0.5533     0.1066     0.1978
ʿ           0.7223    0.2357       0.4105     0.4467     0.5533     0.1066     0.1978
ˀ           0.7223    0.2311       0.4376     0.4219     0.5781     0.1562     0.2059
ˁ           0.7223    0.2311       0.4376     0.4219     0.5781     0.1562     0.2059
˂           0.7223    0.2280       0.4247     0.4017     0.5983     0.1966     0.2536
˃           0.7223    0.2280       0.4247     0.4017     0.5983     0.1966     0.2536
˄           0.7223    0.2280       0.4247     0.4017     0.5983     0.1966     0.2536
˅           0.7223    0.2280       0.4247     0.4017     0.5983     0.1966     0.2536
ˆ           0.7223    0.2280       0.3270     0.3921     0.6079     0.2157     0.3877
ˇ           0.7223    0.2280       0.3270     0.3921     0.6079     0.2157     0.3877
ˈ           0.7223    0.2357       0.4182     0.4772     0.5228     0.0456     0.1522
ˉ           0.7223    0.2814       0.3270     0.4011     0.5989     0.1978     0.3877
ˊ           0.7223    0.2280       0.3270     0.4277     0.5723     0.1445     0.3877
ˋ           0.7223    0.2280       0.3270     0.4277     0.5723     0.1445     0.3877
ˌ           0.7223    0.6918       0.8515     0.4772     0.5228     0.0456     0.1522
ˍ           0.7223    0.7831       0.8290     0.4011     0.5989     0.1978     0.3877
ˎ           0.7223    0.7831       0.8820     0.4277     0.5723     0.1445     0.3877
ˏ           0.7223    0.7831       0.8820     0.4277     0.5723     0.1445     0.3877
ː           0.7223    0.3877       0.7223     0.4316     0.5684     0.1368     0.2586
ˑ           0.7223    0.3877       0.5245     0.4316     0.5684     0.1368     0.2586
˒           0.7223    0.4487       0.6234     0.4467     0.5533     0.1066     0.1824
˓           0.7223    0.4487       0.6234     0.4467     0.5533     0.1066     0.1824
˔           0.7223    0.4487       0.5778     0.3974     0.6026     0.2052     0.2968
˕           0.7223    0.4487       0.5778     0.3974     0.6026     0.2052     0.2968
˖           0.7223    0.4410       0.6462     0.3972     0.6028     0.2055     0.2968
˗           0.7223    0.4866       0.6006     0.3974     0.6026     0.2052     0.2968
˘           0.7223    0.2357       0.3270     0.3974     0.6026     0.2052     0.3877
˙           0.7223    0.2663       0.3270     0.4696     0.5304     0.0607     0.3877
˚           0.7223    0.1871       0.3270     0.4300     0.5700     0.1399     0.3877
˛           0.7223    0.7223       0.8364     0.4473     0.5527     0.1054     0.3877
˜           0.7223    0.2549       0.3270     0.3974     0.6026     0.2052     0.3877
˝           0.7223    0.2280       0.3270     0.3794     0.6206     0.2413     0.3877
˞           0.7223    0.4647       0.6444     0.4025     0.5975     0.1951     0.1649
ˠ           0.7223    0.2357       0.5448     0.3841     0.6159     0.2317     0.2391
ˡ           0.7223    0.1455       0.4376     0.4772     0.5228     0.0456     0.1165
ˢ           0.7223    0.2311       0.4422     0.4263     0.5737     0.1473     0.2179
ˣ           0.7223    0.2357       0.4376     0.4005     0.5995     0.1991     0.2675
ˤ           0.7223    0.1569       0.4376     0.4219     0.5781     0.1562     0.2059
˥           0.7223    0.2663       0.7223     0.3980     0.6020     0.2040     0.2761
˦           0.7223    0.2663       0.7223     0.3980     0.6020     0.2040     0.2761
˧           0.7223    0.2663       0.7223     0.3980     0.6020     0.2040     0.2761
˨           0.7223    0.2663       0.7223     0.3980     0.6020     0.2040     0.2761
˩           0.7223    0.2663       0.7223     0.3980     0.6020     0.2040     0.2761
̀           0.7223    0.2280       0.3270     0.4277     0.5723     0.1445     0.0000
́           0.7223    0.2280       0.3270     0.4277     0.5723     0.1445     0.0000
̂           0.7223    0.2280       0.3270     0.3921     0.6079     0.2157     0.0000
̃           0.7223    0.2549       0.3270     0.3974     0.6026     0.2052     0.0000
̄           0.7223    0.2814       0.3270     0.4125     0.5875     0.1750     0.0000
̅           0.7223    0.1824       0.2280     0.3062     0.6938     0.3877     0.0000
̆           0.7223    0.2357       0.3270     0.3974     0.6026     0.2052     0.0000
̇           0.7223    0.2663       0.3270     0.4696     0.5304     0.0607     0.0000
̈           0.7223    0.2737       0.3270     0.4125     0.5875     0.1750     0.0000
̉           0.7223    0.2129       0.3270     0.4582     0.5418     0.0835     0.0000
̊           0.7223    0.1871       0.3270     0.4302     0.5698     0.1396     0.0000
̋           0.7223    0.2280       0.3270     0.3773     0.6227     0.2453     0.0000
̌           0.7223    0.2280       0.3270     0.3921     0.6079     0.2157     0.0000
̍           0.7223    0.2129       0.3270     0.4772     0.5228     0.0456     0.0000
̎           0.7223    0.2129       0.3270     0.4240     0.5760     0.1519     0.0000
̏           0.7223    0.2280       0.3270     0.3773     0.6227     0.2453     0.0000
̐           0.7223    0.1464       0.3270     0.3921     0.6079     0.2157     0.0000
̑           0.7223    0.2357       0.3270     0.3974     0.6026     0.2052     0.0000
̒           0.7223    0.1871       0.3270     0.4696     0.5304     0.0607     0.0000
̓           0.7223    0.1871       0.3270     0.4696     0.5304     0.0607     0.0000
̔           0.7223    0.1871       0.3270     0.4696     0.5304     0.0607     0.0000
̕           0.7223    0.1871       0.3270     0.4696     0.5304     0.0607     0.0000
̖           0.7223    0.7831       0.8820     0.4277     0.5723     0.1445     0.0000
̗           0.7223    0.7831       0.8820     0.4277     0.5723     0.1445     0.0000
̘           0.7223    0.7529       0.9202     0.4430     0.5570     0.1140     0.0000
̙           0.7223    0.7529       0.9202     0.4430     0.5570     0.1140     0.0000
̚           0.7223    0.2357       0.3877     0.4240     0.5760     0.1519     0.0000
̛           0.7223    0.2918       0.4333     0.4353     0.5647     0.1294     0.0000
̜           0.7223    0.7831       0.9230     0.4575     0.5425     0.0851     0.0000
̝           0.7223    0.7831       0.8971     0.4163     0.5837     0.1673     0.0000
̞           0.7223    0.7831       0.8971     0.4163     0.5837     0.1673     0.0000
̟           0.7223    0.7831       0.9504     0.4163     0.5837     0.1673     0.0000
̠           0.7223    0.7831       0.8746     0.4163     0.5837     0.1673     0.0000
̡           0.7223    0.7223       0.8518     0.4277     0.5723     0.1445     0.0000
̢           0.7223    0.7223       0.8518     0.4277     0.5723     0.1445     0.0000
̣           0.7223    0.7831       0.8441     0.4696     0.5304     0.0607     0.0000
̤           0.7223    0.7831       0.8364     0.4125     0.5875     0.1750     0.0000
̥           0.7223    0.7831       0.9230     0.4302     0.5698     0.1396     0.0000
̦           0.7223    0.7831       0.9230     0.4696     0.5304     0.0607     0.0000
̧           0.7223    0.7223       0.8555     0.4465     0.5535     0.1069     0.0000
̨           0.7223    0.7223       0.8364     0.4473     0.5527     0.1054     0.0000
̩           0.7223    0.7831       0.8974     0.4772     0.5228     0.0456     0.0000
̪           0.7223    0.7831       0.8820     0.4163     0.5837     0.1673     0.0000
̫           0.7223    0.7831       0.8629     0.3669     0.6331     0.2663     0.0000
̬           0.7223    0.7831       0.8820     0.3921     0.6079     0.2157     0.0000
̭           0.7223    0.7831       0.8820     0.3921     0.6079     0.2157     0.0000
̮           0.7223    0.7831       0.8746     0.3974     0.6026     0.2052     0.0000
̯           0.7223    0.7831       0.8746     0.3974     0.6026     0.2052     0.0000
̰           0.7223    0.7831       0.8555     0.3974     0.6026     0.2052     0.0000
̱           0.7223    0.7831       0.8290     0.4011     0.5989     0.1978     0.0000
̲           0.7223    0.8555       0.9011     0.3062     0.6938     0.3877     0.0000
̳           0.7223    0.8555       1.0000     0.3062     0.6938     0.3877     0.0000
̴           0.7223    0.4844       0.5969     0.3404     0.6596     0.3193     0.0000
̵           0.7223    0.5285       0.5741     0.3404     0.6596     0.3193     0.0000
̶           0.7223    0.5285       0.5741     0.3062     0.6938     0.3877     0.0000
̷           0.7223    0.3877       0.7223     0.3059     0.6941     0.3883     0.0000
̸           0.7223    0.2052       0.7831     0.3342     0.6658     0.3316     0.0000
̹           0.7223    0.7831       0.8971     0.4639     0.5361     0.0721     0.0000
̺           0.7223    0.7831       0.8820     0.4163     0.5837     0.1673     0.0000
̻           0.7223    0.7831       0.9125     0.4163     0.5837     0.1673     0.0000
̼           0.7223    0.7831       0.8629     0.3669     0.6331     0.2663     0.0000
̽           0.7223    0.2129       0.3313     0.4194     0.5806     0.1612     0.0000
̾           0.7223    0.2129       0.3270     0.4684     0.5316     0.0632     0.0000
̿           0.7223    0.0832       0.2280     0.3062     0.6938     0.3877     0.0000
̀           0.7223    0.0761       0.1747     0.4277     0.5723     0.1445     0.0000
́           0.7223    0.0761       0.1747     0.4277     0.5723     0.1445     0.0000
̈́           0.7223    0.2280       0.3270     0.3783     0.6217     0.2435     0.0003
ͅ           0.7223    0.7602       0.8518     0.4544     0.5456     0.0912     0.0000
ʹ           0.7223    0.2663       0.4487     0.4354     0.5646     0.1291     0.2052
͵           0.7223    0.5399       0.7223     0.4354     0.5646     0.1291     0.2052
ͺ           0.7223    0.7602       0.8555     0.4544     0.5456     0.0912     0.3877
;           0.7223    0.3877       0.8213     0.4696     0.5304     0.0607     0.1997
΄           0.7223    0.2280       0.3270     0.4696     0.5304     0.0607     0.3877
΅           0.7223    0.2280       0.3270     0.3783     0.6217     0.2435     0.3877
Ά           0.7223    0.2659       0.7223     0.2884     0.7116     0.4231     0.4354
Έ           0.7223    0.2659       0.7223     0.3051     0.6949     0.3898     0.4089
Ή           0.7223    0.2659       0.7223     0.2659     0.7341     0.4681     0.5304
Ί           0.7223    0.2659       0.7223     0.4065     0.5935     0.1871     0.2496
Ό           0.7223    0.2549       0.7337     0.2456     0.7544     0.5088     0.5445
Ύ           0.7223    0.2659       0.7223     0.2481     0.7519     0.5039     0.5165
Ώ           0.7223    0.2549       0.7223     0.2362     0.7638     0.5276     0.5507
ΐ           0.7223    0.2280       0.7300     0.3764     0.6236     0.2471     0.2320
Α           0.7223    0.2663       0.7223     0.2884     0.7116     0.4231     0.4354
Β           0.7223    0.2663       0.7223     0.3610     0.6390     0.2780     0.3630
Γ           0.7223    0.2663       0.7223     0.3724     0.6276     0.2552     0.3214
Δ           0.7223    0.2663       0.7223     0.2941     0.7059     0.4117     0.4419
Ε           0.7223    0.2663       0.7223     0.3659     0.6341     0.2681     0.3421
Ζ           0.7223    0.2663       0.7223     0.3387     0.6613     0.3227     0.3815
Η           0.7223    0.2663       0.7223     0.3268     0.6732     0.3464     0.4638
Θ           0.7223    0.2549       0.7337     0.2867     0.7133     0.4265     0.4906
Ι           0.7223    0.2663       0.7223     0.4676     0.5324     0.0647     0.1818
Κ           0.7223    0.2663       0.7223     0.3290     0.6710     0.3421     0.4120
Λ           0.7223    0.2663       0.7223     0.3005     0.6995     0.3991     0.4105
Μ           0.7223    0.2663       0.7223     0.2869     0.7131     0.4262     0.5436
Ν           0.7223    0.2663       0.7223     0.3257     0.6743     0.3485     0.4663
Ξ           0.7223    0.2663       0.7223     0.3194     0.6806     0.3612     0.3840
Ο           0.7223    0.2549       0.7337     0.2867     0.7133     0.4265     0.4903
Π           0.7223    0.2663       0.7223     0.2851     0.7149     0.4299     0.4792
Ρ           0.7223    0.2663       0.7223     0.3606     0.6394     0.2789     0.3488
Σ           0.7223    0.2663       0.7223     0.3308     0.6692     0.3384     0.3744
Τ           0.7223    0.2663       0.7223     0.3059     0.6941     0.3883     0.3991
Υ           0.7223    0.2663       0.7223     0.3071     0.6929     0.3858     0.4028
Φ           0.7223    0.2663       0.7223     0.2966     0.7034     0.4068     0.4447
Χ           0.7223    0.2663       0.7223     0.3133     0.6867     0.3735     0.3951
Ψ           0.7223    0.2663       0.7223     0.2729     0.7271     0.4542     0.4619
Ω           0.7223    0.2549       0.7223     0.2720     0.7280     0.4561     0.5017
Ϊ           0.7223    0.1747       0.7223     0.4125     0.5875     0.1750     0.1818
Ϋ           0.7223    0.1747       0.7223     0.3071     0.6929     0.3858     0.4028
ά           0.7223    0.2280       0.7300     0.3100     0.6900     0.3800     0.4524
έ           0.7223    0.2280       0.7300     0.3698     0.6302     0.2604     0.3328
ή           0.7223    0.2280       0.8441     0.3530     0.6470     0.2940     0.3926
ί           0.7223    0.2280       0.7300     0.4220     0.5780     0.1559     0.2320
ΰ           0.7223    0.2280       0.7300     0.3593     0.6407     0.2814     0.3840
α           0.7223    0.3800       0.7300     0.3100     0.6900     0.3800     0.4524
β           0.7223    0.2280       0.8441     0.3555     0.6445     0.2891     0.3803
γ           0.7223    0.3877       0.8441     0.3214     0.6786     0.3572     0.3609
